STATION,TEMP,PRCP,LATITUDE,LONGITUDE,CLUSTER
76612099999,69.53981909970551,0.329339503575936,20.6666666,-103.3833333,0
76612799999,78.77786767349875,18.07709996404171,20.602671,-97.46083900000002,0
76613399999,67.66487988526353,21.174462172821798,20.5218,-103.31116699999998,-1
76625099999,64.36513712134791,0.8002079225667682,20.617289,-100.185658,0
76632099999,61.234331337325344,0.20235307163450875,20.1333333,-98.75,0
76634099999,62.239617887885785,0.17099097207642242,20.0833333,-98.3666666,0
76640099999,77.03409359024775,0.7990916240660637,20.95,-97.4,0
76644099999,80.13014381591563,3.8179175455417065,20.936981,-89.657672,0
76647099999,80.44224719101123,0.23359176029962544,20.6833333,-88.2,0
76654099999,81.1909018036072,1.0113026052104208,19.05,-104.3166666,0
76654699999,69.24465442764578,18.068747300215982,19.396692,-102.039056,-1
76656099999,70.60182094081942,0.346081942336874,19.7166666,-103.4666666,0
76658099999,77.17703477949085,8.309956973825743,19.277011,-103.577397,0
76662099999,69.84826737360349,0.1967525089945086,19.9833333,-102.3166666,0
76665099999,66.67702728127941,0.10516274694261525,19.7,-101.1833333,0
76665599999,64.19643241305127,25.796446755109354,19.849944,-101.0255,-1
76675099999,57.29383561643836,0.4577625570776256,19.2833333,-99.6833333,0
76675399999,56.093242516580034,38.06986377487004,19.337072,-99.566008,-1
76679399999,63.792005735794945,38.802400071697434,19.436303,-99.072097,-1
76680099999,64.2895134228188,0.4502789429530201,19.4,-99.1833333,0
76681099999,65.99473684210525,0.2918796992481203,19.3166666,-99.1833333,0
76683099999,62.58968660968661,0.39889268755935425,19.3166666,-98.25,0
76685099999,63.40385511923973,4.466801147570378,19.158144,-98.371447,0
76687099999,66.37472283813747,0.30365668883961566,19.55,-96.91666660000001,0
76691399999,78.70288685673302,20.138337816030123,19.145931,-96.187267,0
76695099999,80.83866284280337,2.975635418533787,19.816794,-90.500314,0
76698099999,82.03997566909976,0.20970316301703162,19.5666667,-88.05,0
76726099999,75.47344703770197,2.13116157989228,18.835082,-99.262158,0
76727099999,70.4289318303811,0.09997852925389157,18.7,-99.1666666,0
76737099999,67.77504531722055,0.5527653575025177,18.85,-97.1,0
76738099999,67.05781250000001,0.2524445564516129,18.9,-96.9333333,0
76738399999,79.45814132104455,16.512158218125958,18.103419,-94.580681,0
76743099999,81.52259596359319,1.0643074792243765,17.9833333,-92.9333333,0
76743399999,80.66749148287609,27.03974717590102,17.9833333,-92.8166666,-1
76750099999,81.53060931899641,1.2713835125448028,18.504667,-88.326847,0
76750199999,84.3488717091517,8.398710823234433,20.641294,-88.446219,1
76750299999,82.70042796005706,7.290178316690442,16.449336,-95.093697,1
76750399999,78.06764121999639,4.240691210972749,22.94845,-109.938733,0
76762099999,73.23999568314268,0.3247895532052666,17.55,-99.5,0
76773099999,70.88974757281554,0.31707378640776696,17.788947,-97.771869,0
76775099999,70.76178578345923,0.3996862289366647,17.05,-96.7166666,0
76775599999,70.41684948750225,23.182094946951985,17.0,-96.73333330000001,-1
76805099999,83.00176852033799,0.6138612694045982,16.75,-99.75,0
76805699999,81.2880108010801,17.67949414941494,16.756892,-99.75358600000001,0
76833099999,84.71323040380048,0.8852897862232778,16.1666666,-95.1833333,0
76840099999,84.29849931787176,0.5150321574741766,16.2333333,-93.9,0
76843099999,78.2172253091952,1.32262950349525,16.734146872199318,-93.12429780062736,0
76845099999,61.190931234776095,0.3751883080382237,16.75,-92.6333333,0
76848099999,66.55495983935744,0.3246947791164659,16.25,-92.1333333,0
76848599999,83.09172066234702,12.0938282937365,15.775316999999998,-96.26257199999999,1
76855099999,83.19008403361345,0.10474579831932773,15.6833333,-96.4833333,0
76855699999,81.86954961421138,9.531503678449669,15.876861,-97.08911700000002,1
76856099999,81.75209804736186,0.04278770253427503,15.666667,-96.5,0
76903099999,83.18700332746134,1.6930436484634959,14.9166667,-92.25,0
76904399999,81.25144291091593,21.6925112027245,14.794338999999999,-92.370025,0
99843799999,77.83089500860585,0.0,19.6,-96.3833333,0
